cpu_cores,cpu_frequency,gpu_memory,disk_capacity,network_speed,processes,cpu_temperature,gpu_temperature,disk_temperature,network_bandwidth,network_latency,process_memory_usage,process_cpu_usage,cpu_power_usage,gpu_power_usage,disk_power_usage,network_power_usage
11,2.4,15.15,10000.0,49.117,8011,66.33,58.47,22.68,292.0,74.85,232,35,275.73,327.02,7.6,3.2
29,3.73,18.38,10000.0,44.567,6492,61.19,66.75,21.66,436.39,1.12,984,48,282.45,256.96,7.41,9.83
64,1.33,15.22,10000.0,65.467,6418,70.6,63.27,23.75,801.61,70.02,705,55,250.47,340.44,3.48,3.11
13,2.67,20.19,10000.0,55.042,4536,75.06,63.77,21.25,392.65,6.44,550,41,270.93,296.01,8.06,4.38
3,3.46,19.8,10000.0,70.112,6458,58.6,67.98,23.39,216.04,54.65,672,61,256.5,317.32,3.67,7.62
53,2.4,21.8,10000.0,68.79,679,75.92,56.77,22.15,815.11,31.98,174,46,273.29,273.44,9.16,5.28
60,4.18,19.41,10000.0,64.3,2350,57.73,64.59,20.47,933.55,1.54,958,67,284.68,288.15,9.99,4.84
7,2.05,17.69,10000.0,66.453,5436,57.71,68.18,20.99,292.37,95.73,340,58,271.8,311.14,1.27,5.91
40,2.98,19.92,10000.0,52.028,8897,67.1,65.49,20.08,668.32,78.85,605,38,262.24,346.2,2.4,7.82
41,1.96,19.02,10000.0,60.807,9567,65.84,68.9,22.92,26.83,9.03,679,63,278.41,250.79,9.47,2.62
20,2.75,18.04,10000.0,53.251,6246,73.61,62.45,23.84,621.29,30.44,475,35,275.72,337.48,9.41,7.66
24,1.92,12.41,10000.0,73.163,8582,56.81,67.18,21.79,852.4,7.13,203,55,289.74,265.45,7.84,8.64
49,2.11,25.78,10000.0,59.934,8769,64.99,65.29,21.72,434.08,14.0,172,58,296.26,334.28,5.93,1.6
5,2.0,18.95,10000.0,56.619,1142,63.06,63.92,24.46,609.9,20.18,573,43,257.48,250.93,2.76,4.51
7,1.72,18.98,10000.0,66.628,7420,74.74,66.77,21.8,146.45,64.81,169,40,273.08,304.0,4.01,9.35
32,3.35,19.75,10000.0,62.554,1923,76.3,58.37,21.54,450.81,73.26,882,49,296.77,324.03,1.94,4.32
8,2.64,17.58,10000.0,48.139,8225,76.93,59.62,24.5,416.01,53.99,219,41,271.0,349.88,5.13,2.54
62,2.9,16.5,10000.0,71.306,6911,56.99,69.26,20.74,52.79,23.54,913,58,258.37,286.84,5.22,2.44
57,3.85,6.44,10000.0,46.374,1958,76.68,65.91,24.0,821.22,67.7,973,65,268.88,275.48,4.29,2.72
21,1.31,17.19,10000.0,44.988,9786,68.97,61.76,22.9,744.25,99.53,122,43,286.76,277.32,3.52,8.4
56,2.67,14.04,10000.0,42.009,7984,73.35,61.64,24.35,248.59,10.24,340,70,255.17,336.7,5.31,8.33
19,1.57,17.86,10000.0,57.448,1517,62.99,60.05,24.07,182.79,7.38,707,60,288.02,268.46,7.02,4.51
4,4.56,19.04,10000.0,72.317,4606,70.65,67.76,24.17,365.7,32.65,542,69,295.71,270.89,1.11,2.64
35,2.92,19.26,10000.0,56.174,6153,67.83,60.52,20.6,925.64,43.71,970,62,261.13,301.78,5.87,9.05
28,2.48,24.56,10000.0,53.416,8124,71.53,58.17,21.67,836.16,77.26,799,65,264.43,284.82,7.08,8.18
41,2.37,16.51,10000.0,53.66,7132,59.67,65.26,24.25,897.98,60.93,865,37,286.89,316.16,6.22,4.55
16,2.07,24.82,10000.0,68.011,3778,74.2,69.11,24.47,182.88,15.77,498,69,292.93,264.17,4.06,2.66
38,2.01,18.05,10000.0,67.47,9140,58.52,70.31,20.5,829.56,59.34,490,51,272.19,310.07,3.86,4.33
34,1.62,21.27,10000.0,32.441,5214,74.2,57.81,20.44,418.56,19.42,852,49,253.59,250.54,4.51,9.83
46,3.04,29.66,10000.0,74.857,5200,61.3,62.4,23.74,332.73,20.51,921,62,282.12,305.35,1.76,3.09
3,2.61,21.16,10000.0,60.22,390,74.54,62.71,24.99,295.81,38.1,869,40,251.6,275.16,6.15,7.23
4,1.87,21.36,10000.0,56.842,1687,59.76,64.68,24.88,305.06,56.07,137,69,265.55,316.15,6.36,5.93
44,2.6,20.2,10000.0,50.764,6147,70.05,62.81,20.04,585.08,58.81,938,47,267.88,319.04,8.24,5.25
32,2.18,21.32,10000.0,67.28,511,65.46,67.07,21.1,952.82,58.11,950,39,266.01,331.86,2.61,8.81
11,2.8,19.51,10000.0,62.197,895,65.04,71.59,23.2,59.71,21.02,205,42,270.68,305.91,5.31,6.87
49,2.73,15.83,10000.0,53.368,7843,70.38,58.6,20.42,524.27,93.05,478,45,268.45,276.82,3.85,7.96
11,4.48,20.38,10000.0,52.397,2162,61.12,62.25,21.32,94.54,59.02,354,69,252.61,345.19,4.93,6.4
61,2.69,21.11,10000.0,62.336,9701,60.45,55.1,22.45,295.02,1.61,152,54,290.27,318.8,4.27,8.75
64,3.18,21.42,10000.0,65.897,4323,75.72,64.35,22.39,753.44,3.38,214,45,266.12,268.67,4.67,1.51
60,2.0,18.53,10000.0,55.078,98,56.49,67.94,22.51,367.18,85.32,880,63,294.23,295.81,6.64,9.9
46,2.1,17.53,10000.0,65.207,9211,74.76,69.79,22.56,355.68,75.87,561,45,286.89,250.45,5.98,1.77
5,3.69,17.78,10000.0,52.173,3714,66.45,71.95,23.04,26.7,25.23,418,68,276.17,322.19,7.77,5.98
15,3.16,24.65,10000.0,64.773,194,58.26,71.36,21.94,264.36,17.21,128,61,253.83,289.55,5.34,9.05
1,2.49,18.71,10000.0,61.398,8912,60.0,60.97,22.33,382.34,66.12,800,69,271.44,314.61,9.42,8.07
14,3.48,26.57,10000.0,60.94,918,71.0,63.62,20.36,301.68,12.59,758,37,260.22,252.06,8.57,7.0
6,0.9,17.37,10000.0,51.149,1540,67.07,68.93,23.88,400.82,19.17,451,45,256.11,345.34,7.54,2.32
52,2.55,19.21,10000.0,56.202,2789,70.56,70.59,22.84,203.65,87.58,913,52,278.5,334.78,5.15,3.74
12,2.27,21.47,10000.0,50.857,8014,66.08,57.99,24.18,73.11,88.0,479,50,282.21,294.33,9.91,6.24
40,1.16,24.73,10000.0,64.777,1022,70.79,56.16,22.2,578.94,18.56,886,38,267.92,313.27,9.51,4.31
28,1.69,18.61,10000.0,63.624,5318,73.54,56.41,21.93,108.72,30.55,674,45,266.75,334.53,1.91,1.98
25,4.45,23.78,10000.0,68.381,88,62.95,56.36,23.03,239.74,52.47,813,54,259.8,303.35,7.87,9.94
42,1.28,25.56,10000.0,66.037,9886,76.46,69.13,23.88,140.58,52.81,320,51,277.62,331.85,9.3,3.94
34,3.77,26.8,10000.0,60.221,402,74.88,69.74,23.04,281.82,10.6,700,60,254.63,296.71,4.99,5.54
8,3.25,24.25,10000.0,51.843,8899,56.18,64.86,22.64,542.3,68.89,670,39,257.85,296.13,7.73,5.46
5,2.32,16.47,10000.0,57.35,1487,75.73,66.54,21.35,411.18,10.77,595,70,257.35,341.3,9.19,9.89
15,1.09,26.38,10000.0,66.73,2895,61.47,69.03,24.76,953.13,63.47,885,59,273.15,336.76,8.84,6.05
56,2.7,13.96,10000.0,47.941,4003,76.65,70.34,23.12,424.51,80.16,842,46,264.5,291.15,9.36,6.55
31,3.81,18.6,10000.0,45.042,3965,73.77,63.86,21.84,882.69,8.57,884,38,267.92,329.21,5.26,4.41
1,4.92,23.95,10000.0,80.997,8767,63.62,67.79,23.32,616.55,83.27,657,57,277.37,260.26,2.91,1.45
22,0.85,17.09,10000.0,46.661,412,55.71,68.15,23.67,822.24,92.99,543,47,266.3,347.31,5.22,1.1
63,2.81,21.46,10000.0,34.959,4037,68.26,63.26,20.16,949.34,29.77,323,45,264.39,263.75,7.94,3.63
19,3.2,11.84,10000.0,58.28,9134,76.54,65.4,23.83,148.16,81.99,897,64,258.66,320.86,1.31,2.05
22,3.34,22.35,10000.0,54.163,7630,62.06,65.83,23.41,602.56,85.3,460,36,298.01,344.99,5.99,7.7
39,3.06,23.72,10000.0,60.612,2852,74.54,68.73,24.33,419.05,40.6,335,44,282.42,327.16,4.88,8.69
17,1.83,20.69,10000.0,54.673,5354,72.02,67.6,20.92,391.11,6.3,379,40,279.46,329.5,6.22,9.25
10,3.61,16.26,10000.0,63.021,7057,61.16,58.83,21.42,914.25,20.91,776,64,274.93,345.72,6.16,3.38
52,1.84,22.57,10000.0,49.865,1530,66.9,55.33,20.29,502.11,39.35,136,52,279.97,344.42,2.49,4.02
52,1.74,14.33,10000.0,72.863,6979,69.41,57.24,24.49,653.75,42.65,456,53,255.71,342.88,2.55,5.16
33,2.75,20.93,10000.0,67.244,6370,68.13,64.54,24.56,127.63,17.48,279,68,260.52,343.64,3.59,9.19
31,3.68,20.08,10000.0,47.959,7848,74.52,70.99,21.41,994.17,5.08,643,58,270.22,303.56,7.71,4.28
39,3.01,21.41,10000.0,37.538,415,73.67,56.86,24.53,986.57,80.9,957,55,291.66,304.77,3.8,7.19
15,3.37,20.27,10000.0,53.241,4061,73.31,61.01,22.95,71.11,58.23,214,63,299.36,321.99,2.2,8.06
15,3.53,21.31,10000.0,53.525,6062,67.05,67.63,22.04,54.63,75.77,912,39,294.54,253.02,2.99,3.2
34,3.09,19.8,10000.0,46.74,4475,56.35,65.36,23.26,177.32,31.38,863,61,266.4,297.73,8.41,6.0
53,3.1,12.18,10000.0,53.333,760,77.26,64.2,23.61,618.84,15.65,484,60,282.91,311.45,8.4,1.73
60,1.41,23.33,10000.0,54.759,6586,64.58,58.28,24.53,637.95,62.27,588,64,295.59,262.83,8.26,8.36
8,2.06,20.34,10000.0,50.367,3194,66.37,65.65,23.61,600.7,37.84,817,62,277.52,264.75,1.51,9.26
61,2.66,12.03,10000.0,61.401,2268,76.3,60.29,23.18,303.13,11.43,971,64,263.44,263.0,4.66,4.27
24,2.38,14.88,10000.0,62.737,2110,57.2,56.57,22.21,707.33,13.83,388,66,268.71,309.11,6.37,6.01
4,1.24,19.95,10000.0,60.975,3889,72.76,61.89,23.4,498.21,86.88,600,66,252.99,292.4,6.77,8.0
14,3.52,19.56,10000.0,60.131,6956,73.39,64.92,22.41,605.41,96.08,380,44,297.07,341.43,8.56,8.34
36,1.55,17.38,10000.0,38.099,7472,55.41,61.91,23.91,609.09,86.72,700,61,299.88,335.55,9.04,5.85
43,2.4,18.78,10000.0,72.525,5734,59.1,69.74,21.71,59.45,81.38,415,62,271.55,318.7,3.89,3.71
1,2.27,22.42,10000.0,44.154,5584,76.94,55.3,24.46,649.17,32.47,192,47,250.57,302.58,4.36,9.19
54,2.88,23.15,10000.0,77.878,9419,57.26,59.5,22.76,513.0,80.98,997,55,282.3,327.58,9.68,3.21
53,5.05,21.85,10000.0,53.821,3661,66.99,70.66,20.08,179.49,41.79,136,56,254.09,273.33,3.96,8.17
26,3.24,15.72,10000.0,55.96,6571,56.08,64.44,23.23,213.93,28.1,178,50,253.28,291.83,6.2,2.23
2,0.95,18.67,10000.0,64.657,2846,75.78,62.3,24.84,18.73,44.5,538,61,277.65,295.05,1.58,8.51
37,2.93,26.72,10000.0,42.699,3031,75.58,56.0,20.14,466.98,8.86,492,54,296.93,327.68,4.58,7.31
11,1.68,15.86,10000.0,54.81,3496,57.4,70.92,23.11,939.25,6.94,967,53,253.15,286.24,5.84,5.61
4,2.66,12.97,10000.0,74.861,1344,70.11,58.15,22.72,410.13,41.7,403,38,269.37,250.32,6.96,4.48
22,2.43,18.18,10000.0,57.522,3249,61.03,64.84,20.17,153.07,36.34,301,48,268.19,335.97,2.6,1.5
26,3.69,17.21,10000.0,54.862,9173,75.42,59.75,20.7,141.52,64.29,675,63,264.56,304.67,5.09,1.77
17,3.53,21.4,10000.0,43.442,5855,61.36,58.2,24.43,580.35,28.95,411,54,294.59,305.77,6.82,7.98
51,3.02,22.69,10000.0,63.445,3624,63.08,68.89,21.12,900.88,41.29,942,68,257.44,284.42,7.03,7.26
55,1.75,22.41,10000.0,50.146,7744,68.0,70.43,24.95,358.59,66.5,262,52,267.51,281.38,7.77,4.78
41,0.98,12.87,10000.0,54.235,4559,64.8,69.05,22.85,365.54,21.77,870,69,284.18,302.56,5.85,7.78
56,2.88,21.5,10000.0,60.952,9214,69.76,70.97,23.55,178.71,14.62,558,41,269.73,286.78,8.15,9.35
9,3.16,23.0,10000.0,43.871,592,55.46,64.26,22.93,457.56,4.9,192,59,256.45,349.13,9.54,5.08
32,4.58,20.77,10000.0,63.129,2952,75.87,57.84,22.54,947.02,26.52,513,65,283.76,287.27,9.87,9.53
16,2.77,22.47,10000.0,75.472,5996,73.1,60.7,20.98,323.4,97.0,699,42,266.89,287.48,1.59,8.98
19,2.67,25.1,10000.0,82.932,3788,56.74,61.36,21.85,652.26,57.68,926,56,283.8,254.17,7.96,4.24
48,2.6,21.8,10000.0,57.77,9879,71.95,67.07,22.86,893.2,54.26,938,46,299.26,284.75,6.47,9.53
19,2.0,20.09,10000.0,66.531,5870,76.58,55.46,21.49,235.21,57.54,865,66,270.91,293.21,9.82,4.14
64,2.73,20.84,10000.0,57.135,4783,71.8,64.58,24.86,974.33,38.66,451,36,280.44,272.05,6.44,3.0
10,4.11,24.87,10000.0,54.503,8335,74.26,63.05,22.51,960.83,83.53,921,66,262.7,284.39,2.12,3.96
15,2.07,17.1,10000.0,46.549,4144,61.99,68.07,23.1,571.26,57.57,910,60,250.12,346.59,2.94,4.37
63,1.92,21.06,10000.0,53.09,7228,76.66,61.12,23.84,182.56,58.91,168,44,297.43,258.83,7.17,3.16
47,2.21,20.27,10000.0,55.988,9275,74.14,68.6,21.24,326.88,24.8,842,58,293.19,272.51,1.67,6.38
31,2.03,19.82,10000.0,59.807,2524,70.49,69.11,22.75,9.63,39.64,788,54,298.84,315.54,2.92,4.04
19,1.66,17.56,10000.0,46.074,5989,76.46,70.03,21.23,451.91,99.45,165,48,267.47,306.35,7.43,7.02
53,3.37,18.89,10000.0,46.246,4342,62.32,61.83,21.21,284.86,17.95,798,53,257.32,268.4,4.34,8.53
38,2.57,14.85,10000.0,51.944,6146,67.68,56.31,21.36,70.14,79.61,431,36,289.44,260.73,3.72,8.24
33,1.45,17.6,10000.0,61.203,2176,69.75,63.79,21.79,980.87,84.76,918,61,289.82,257.91,1.64,2.06
21,2.8,16.74,10000.0,65.909,135,57.46,64.28,20.39,574.22,45.86,211,62,289.19,281.78,8.63,7.81
59,1.98,19.89,10000.0,68.083,5941,56.13,64.91,24.33,441.91,36.05,127,38,267.52,318.04,1.12,2.4
54,2.97,22.39,10000.0,64.176,6229,58.58,71.58,20.81,137.35,73.78,175,61,252.47,252.95,1.67,3.7
42,4.54,18.53,10000.0,60.036,745,58.32,60.92,23.62,935.51,52.6,308,38,273.5,306.18,5.18,8.54
42,0.68,22.28,10000.0,83.937,2970,57.74,64.45,22.27,873.29,71.66,290,56,300.0,313.39,2.34,6.14
31,3.26,16.34,10000.0,61.521,1793,72.94,58.63,23.79,711.69,86.95,914,66,278.91,332.43,1.12,4.72
13,1.49,15.42,10000.0,66.639,688,77.26,68.28,20.98,76.93,91.32,662,39,274.41,300.01,9.48,4.22
17,2.11,21.7,10000.0,66.612,9534,59.98,60.34,20.29,725.69,1.11,353,57,278.26,348.68,6.51,4.27
35,1.29,12.47,10000.0,47.618,5636,69.99,68.55,20.98,909.25,33.14,468,61,288.9,271.14,6.0,7.79
58,2.14,18.24,10000.0,42.195,2464,56.13,61.68,24.52,187.8,71.15,889,58,271.7,254.43,7.3,8.02
61,1.63,23.37,10000.0,46.152,8486,74.4,60.42,21.12,364.58,88.45,796,45,262.62,284.42,6.99,6.69
20,-0.17,17.46,10000.0,40.165,6033,63.95,65.1,22.4,635.15,47.74,532,44,259.27,313.63,5.2,5.87
41,3.28,20.27,10000.0,51.645,9674,73.04,57.85,20.37,526.23,66.79,766,67,260.29,286.79,7.7,1.51
29,2.23,22.16,10000.0,44.688,7562,65.85,69.77,23.15,57.06,7.58,373,67,299.88,348.77,7.07,7.43
39,2.2,20.07,10000.0,48.565,3697,60.89,71.96,22.74,898.66,69.16,820,38,285.5,302.81,9.42,4.44
4,2.28,21.09,10000.0,58.223,2167,57.8,58.77,24.16,31.05,23.15,781,56,293.38,291.29,6.33,9.8
59,2.72,24.96,10000.0,59.067,40,74.98,69.31,21.88,524.32,55.2,821,51,272.18,302.0,8.79,4.52
51,0.59,18.19,10000.0,65.521,7945,74.49,69.45,24.26,534.38,2.34,650,47,288.21,326.75,4.62,4.39
59,2.89,23.81,10000.0,54.091,4585,67.56,57.6,20.48,755.62,32.83,806,56,262.39,347.85,2.91,4.79
34,2.66,11.65,10000.0,60.019,5803,67.02,68.63,23.85,339.46,46.56,285,69,275.2,253.68,4.21,8.17
39,4.18,25.98,10000.0,48.209,907,75.38,61.21,20.01,246.92,64.29,326,56,284.64,341.66,5.94,4.69
30,2.89,17.75,10000.0,42.796,9588,74.38,67.16,23.78,103.74,34.9,416,60,290.82,266.84,9.79,7.56
27,2.56,18.05,10000.0,56.146,2307,58.83,64.31,23.28,657.5,66.84,521,38,276.27,269.71,9.26,1.39
23,1.64,17.86,10000.0,46.948,2965,61.12,63.72,23.44,658.16,93.48,756,35,264.81,286.33,5.58,4.31
39,1.16,14.99,10000.0,67.642,2648,70.94,59.15,24.54,956.75,1.49,128,46,260.08,258.08,8.46,8.0
48,1.86,22.36,10000.0,57.57,5012,66.81,57.78,20.6,79.75,42.92,315,63,297.27,274.83,6.55,3.8
49,4.77,12.0,10000.0,49.762,7020,69.84,66.95,24.1,36.6,41.02,893,38,259.69,310.26,2.67,9.13
10,1.35,23.52,10000.0,67.923,4101,60.6,70.88,21.03,365.1,92.64,585,44,272.05,297.86,5.5,8.5
10,1.32,19.45,10000.0,50.983,8590,58.52,63.46,21.3,590.56,74.18,385,62,266.15,299.33,4.47,9.84
64,2.87,21.2,10000.0,68.576,1879,71.08,55.25,20.43,621.77,83.61,126,43,266.68,318.36,1.16,4.6
30,2.8,19.46,10000.0,57.72,5595,55.97,66.52,20.37,943.34,78.31,291,56,288.35,271.92,8.54,5.38
7,2.98,22.87,10000.0,63.457,4164,61.36,55.75,20.51,65.48,56.71,719,68,297.04,271.19,3.69,4.52
29,1.27,24.56,10000.0,50.705,8227,61.79,56.2,21.08,887.77,71.74,107,55,296.68,333.29,7.25,6.72
53,3.29,16.8,10000.0,70.66,8213,58.9,71.14,20.89,4.76,32.48,971,46,275.59,288.7,5.64,2.99
30,3.47,25.38,10000.0,69.635,7861,63.29,65.45,24.57,754.02,1.21,323,47,251.72,303.5,4.24,3.86
26,1.14,18.98,10000.0,54.833,1935,66.47,69.33,20.79,839.41,37.08,168,51,251.5,274.37,5.74,6.54
1,0.45,20.47,10000.0,66.612,8017,71.57,61.12,22.36,10.49,8.84,277,48,284.8,297.19,9.1,6.09
2,2.1,19.59,10000.0,43.973,839,76.79,62.45,20.79,721.3,20.76,259,56,252.87,265.97,7.46,7.08
32,3.74,22.56,10000.0,52.601,1361,76.06,56.13,20.95,272.57,70.6,211,46,262.4,323.46,3.36,4.42
42,3.68,21.06,10000.0,42.087,2261,68.84,56.89,23.09,318.62,66.42,495,39,280.1,294.84,6.07,4.36
23,0.87,17.3,10000.0,56.314,7866,68.77,67.18,22.13,948.45,44.57,934,36,271.52,333.83,5.86,6.78
22,2.83,19.0,10000.0,58.454,6556,77.69,59.76,20.77,349.85,38.49,352,68,291.7,315.1,8.03,1.51
56,1.95,23.15,10000.0,50.997,9890,58.35,62.37,21.8,891.54,25.2,602,35,256.37,254.76,7.45,5.62
64,3.77,19.23,10000.0,58.422,2909,71.8,61.87,21.89,798.11,40.76,200,44,261.71,271.39,8.63,1.34
50,0.49,18.63,10000.0,66.853,918,56.95,65.56,24.74,119.85,13.74,370,37,281.06,349.03,2.53,1.07
38,2.85,18.25,10000.0,72.113,7330,65.2,66.69,24.34,840.45,74.91,940,36,297.64,251.35,5.91,9.17
38,2.09,21.23,10000.0,57.459,9598,61.23,59.71,24.24,678.98,52.34,421,54,285.64,266.36,2.05,2.36
62,1.5,19.71,10000.0,57.858,5444,73.17,61.44,23.0,174.25,50.17,810,44,266.55,275.41,9.24,6.44
19,1.53,18.25,10000.0,47.111,1171,62.74,60.27,22.04,509.3,51.18,643,67,262.32,343.57,7.89,9.2
44,3.03,14.08,10000.0,51.422,9752,74.37,58.09,21.21,384.93,42.17,237,43,270.79,285.14,9.18,3.83
21,4.1,21.4,10000.0,64.145,5140,67.92,58.72,24.44,78.48,75.22,1000,55,292.95,285.4,1.41,9.31
33,2.51,22.6,10000.0,42.419,592,63.47,66.73,23.69,560.3,75.13,420,41,255.81,327.85,4.86,4.62
45,2.31,19.68,10000.0,66.07,7089,57.82,62.11,22.54,552.2,51.54,364,44,258.5,265.84,4.64,7.68
64,1.64,17.74,10000.0,63.826,8267,69.14,62.37,22.93,449.29,68.73,333,44,279.93,262.22,2.81,4.14
19,2.88,21.78,10000.0,51.537,8572,76.59,58.58,20.42,298.2,45.06,420,35,266.61,349.59,1.36,3.52
27,2.5,12.76,10000.0,52.12,2923,57.61,67.65,21.12,963.54,83.25,964,67,276.32,312.43,6.88,2.83
11,3.17,14.79,10000.0,48.753,6995,73.83,70.81,21.51,448.44,96.67,397,39,263.57,340.46,9.81,6.8
13,2.45,14.42,10000.0,53.86,1707,76.04,55.88,21.13,887.63,65.3,805,50,278.79,269.76,4.61,9.33
22,2.1,24.62,10000.0,52.063,1939,73.79,70.97,21.38,307.87,13.48,665,36,266.11,296.71,2.54,1.69
22,2.81,18.15,10000.0,63.725,2647,75.7,67.96,21.24,351.46,68.33,643,37,262.08,339.75,3.1,6.9
49,1.74,17.75,10000.0,22.333,7766,62.88,57.18,22.26,855.96,59.0,923,62,292.59,262.45,6.63,3.17
2,2.85,16.12,10000.0,64.786,7098,75.16,59.52,21.81,442.95,92.15,787,53,272.71,311.45,8.29,5.75
30,2.84,15.6,10000.0,49.186,8780,67.58,61.5,21.55,666.72,31.82,434,46,286.79,260.11,6.02,5.09
11,2.72,23.47,10000.0,53.403,3617,61.74,71.64,22.62,175.14,82.11,168,43,259.01,256.61,7.51,7.14
19,1.54,23.64,10000.0,50.777,5912,58.92,55.9,20.05,886.5,62.93,594,53,252.69,283.06,6.63,5.68
23,1.21,27.83,10000.0,68.866,6284,55.13,63.87,22.86,827.88,60.79,398,40,291.14,349.28,7.1,9.53
46,3.16,19.33,10000.0,50.872,9581,72.56,55.91,20.78,347.44,16.7,978,44,273.37,268.18,8.83,6.4
64,2.36,17.21,10000.0,49.142,7504,71.47,55.14,23.52,201.46,17.77,725,68,289.46,295.87,3.05,2.69
27,2.01,12.99,10000.0,59.944,1392,63.88,58.97,22.69,466.57,5.07,475,56,281.79,285.75,5.11,8.29
1,2.1,25.87,10000.0,43.595,9769,61.28,57.04,23.52,642.43,62.19,891,51,262.15,326.51,1.81,7.41
34,3.71,16.74,10000.0,69.146,6419,60.68,68.69,21.75,245.87,50.01,578,68,265.71,294.94,1.87,6.62
27,1.01,24.94,10000.0,53.172,3861,56.62,66.7,20.76,74.05,85.25,518,66,291.99,312.95,5.08,4.8
51,3.21,19.12,10000.0,52.225,736,76.83,63.68,24.77,561.39,55.49,273,41,274.87,283.86,2.34,8.65
18,3.82,21.62,10000.0,54.067,1235,70.46,65.04,21.48,729.95,23.31,499,63,256.1,253.84,4.91,7.54
64,2.71,21.3,10000.0,44.125,5216,60.31,62.77,21.43,234.68,81.54,899,49,267.06,329.42,6.41,2.24
26,2.71,20.79,10000.0,65.428,7362,66.37,58.57,20.38,461.29,4.41,174,35,286.74,318.82,9.6,9.42
22,3.54,19.71,10000.0,55.94,7406,63.68,69.99,24.56,347.86,68.97,594,43,255.84,270.19,5.0,2.22
8,2.23,17.02,10000.0,57.904,949,75.38,55.74,21.9,150.34,63.48,786,47,250.15,283.71,3.09,7.53
6,3.39,24.83,10000.0,69.714,4277,65.01,59.44,22.54,821.41,1.24,443,69,253.41,320.22,7.61,1.31
12,1.55,23.1,10000.0,64.114,685,76.37,61.21,24.86,64.02,35.5,209,56,254.31,293.42,8.11,6.2
61,3.0,15.93,10000.0,43.833,1582,59.9,66.8,20.42,963.16,82.28,816,62,280.04,287.95,4.76,7.55
14,2.94,19.42,10000.0,59.335,7372,71.77,61.82,22.33,694.34,95.89,214,35,295.01,324.58,6.07,5.13
56,3.48,18.26,10000.0,76.382,3900,59.86,66.89,22.4,303.51,12.41,187,67,274.81,306.42,6.04,6.2
63,2.82,18.83,10000.0,65.859,181,71.74,66.69,24.34,986.5,18.91,964,66,262.61,258.05,3.96,4.12
6,3.42,30.74,10000.0,53.841,3673,65.21,68.34,20.05,433.24,90.0,884,61,259.75,315.38,9.18,5.6
49,3.21,17.85,10000.0,55.2,8770,60.73,68.09,21.42,261.46,80.01,702,44,290.39,288.2,8.44,1.87
42,2.85,16.94,10000.0,53.323,2216,76.41,68.0,24.54,348.07,90.42,391,56,258.81,349.83,9.32,5.9
40,2.15,20.2,10000.0,75.653,1626,76.0,61.84,20.56,5.01,31.11,836,54,281.46,252.51,8.3,9.14
23,2.72,19.16,10000.0,40.682,7841,58.3,57.44,23.25,92.99,16.68,690,64,262.88,281.24,3.88,2.39
45,1.97,17.82,10000.0,61.428,1099,77.01,61.9,24.53,336.27,18.42,876,42,272.45,301.68,4.44,5.65
42,2.74,12.39,10000.0,44.293,6057,76.87,63.6,23.64,511.48,59.06,519,53,252.33,288.77,8.07,7.18
53,2.82,21.27,10000.0,64.707,5586,63.48,57.77,24.23,593.3,30.53,863,35,273.07,331.79,3.44,1.55
19,2.3,15.43,10000.0,74.498,8261,77.92,56.5,22.55,51.03,54.44,474,48,295.34,346.4,9.5,8.56
15,2.66,13.18,10000.0,58.32,7318,58.98,69.24,23.05,677.6,35.08,738,66,266.75,332.58,7.28,3.67
13,1.43,12.62,10000.0,59.683,2694,68.6,70.12,23.72,506.38,76.24,593,62,256.86,260.2,2.65,2.16
28,1.93,13.88,10000.0,35.084,3188,55.97,68.7,22.74,489.0,11.85,800,58,285.72,262.98,9.26,1.63
63,3.31,20.74,10000.0,70.754,9106,70.75,55.49,23.19,415.68,25.49,620,60,290.64,301.33,1.54,2.51
4,1.36,17.23,10000.0,62.539,4840,74.7,67.32,20.59,467.75,72.29,890,51,299.07,317.58,9.13,5.34
57,1.38,20.76,10000.0,72.039,4454,77.62,65.9,21.68,889.35,56.47,514,53,273.78,257.37,7.99,4.76
21,1.82,21.22,10000.0,55.731,3198,62.15,56.11,24.98,408.33,37.16,246,52,270.29,295.19,5.73,1.36
63,4.15,15.92,10000.0,57.366,4636,55.5,57.47,21.41,758.38,11.63,567,42,261.21,276.66,9.44,6.31
21,2.62,12.92,10000.0,37.115,3597,55.37,69.64,22.05,760.21,33.08,533,67,278.07,336.5,9.51,1.44
58,2.75,11.86,10000.0,64.493,3290,56.12,59.6,20.5,557.88,24.74,451,36,254.77,332.75,6.67,6.5
26,3.93,14.58,10000.0,55.339,5168,72.23,71.06,22.41,611.48,10.37,956,66,282.73,331.23,1.01,3.07
1,3.33,20.17,10000.0,44.678,4410,72.08,69.54,22.86,697.38,35.65,439,56,250.14,312.38,5.65,7.44
42,1.74,20.89,10000.0,65.623,4725,73.52,61.65,21.54,286.19,53.49,865,55,269.79,349.3,3.19,3.03
10,3.74,24.38,10000.0,53.106,2128,73.28,58.69,23.51,748.23,54.29,253,40,279.56,297.04,4.93,6.92
20,3.09,18.19,10000.0,53.305,764,66.33,68.82,21.86,304.88,51.8,257,43,250.8,346.93,9.68,4.14
49,2.93,17.39,10000.0,68.896,3485,74.71,69.1,22.2,679.59,53.14,622,65,299.18,284.76,8.23,7.62
13,2.57,19.23,10000.0,53.279,255,56.83,62.28,21.86,286.94,62.96,686,54,250.96,255.85,9.52,7.82
